annee_deb_couv,mois_deb_couv,annee_fin_couv,mois_fin_couv,AGRUMES,ALCOOL_DE_BOUCHE,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS,APPAREILS_ET_MATERIEL_THERAPEUTIQUES,ARTICLES_DE_BIJOUTERIE_ET_D_HORLOGERIE,ASSURANCE_TRANSPORT,AUTOMOBILE,AUTRES_ARTICLES_VESTIMENTAIRES_ET_ACCESSOIRES_D_HABILLEMENT,AUTRES_CONSERVES_DE_POISSONS,AUTRES_EFFETS_PERSONNELS,AUTRES_FRUITS_FRAIS,AUTRES_MATIERES_GRASSES,AUTRES_PRODUITS_A_BASE_DE_TUBERCULES_ET_DE_PLANTAIN,AUTRES_PRODUITS_FRAIS_DE_MER_OU_DE_FLEUVE,AUTRES_SERVICES_N.C.A.,AUTRES_SERVICES_RELATIFS_AUX_VEHICULES_PERSONNELS,BEURRE_MARGARINE,BIENS_ET_SERVICES_DIVERS,BIERE,BOEUF,BOISSONS_ALCOOLISEES_TABAC_ET_STUPEFIANTS,BOISSONS_NON_ALCOOLISEES_ARTISANALES,BOISSONS_NON_ALCOOLISEES_INDUSTRIELLES,CAFE_THE_CACAO_ET_AUTRES_VEGETAUX_POUR_TISANES,CANTINES,CARBURANTS_ET_LUBRIFIANTS,CEREALES_NON_TRANSFORMEES,CHARCUTERIE_ET_CONSERVES_AUTRES_VIANDES_ET_PREPARATIONS_A_BASE_DE_VIANDE,COMBUSTIBLES_LIQUIDES,COMBUSTIBLES_SOLIDES_ET_AUTRES,COMMUNICATION,COMMUNICATION_TELEPHONIQUE,CONFECTION_ET_REPARATIONS_VETEMENTS_ENFANTS,CONFECTION_ET_REPARATIONS_VETEMENTS_FEMMES,CONFECTION_ET_REPARATIONS_VETEMENTS_HOMMES,CONFITURE_MIEL_CHOCOLAT_ET_CONFISERIE,CYCLE_MOTOCYCLE_ET_VEHICULE_A_TRACTION_ANIMALE,ENSEIGNEMENT,ENSEIGNEMENT_NON_DEFINI_PAR_NIVEAU,ENSEIGNEMENT_POST_SECONDAIRE_NON_SUPERIEUR,ENSEIGNEMENT_PRE_ELEMENTAIRE_ET_PRIMAIRE,ENSEIGNEMENT_SECONDAIRE,ENSEIGNEMENT_SUPERIEUR,ENTRETIEN_ET_REPARATIONS_DE_VEHICULES_PARTICULIERS,EQUIPEMENT_PHOTOGRAPHIQUE_CINEMATOGRAPHIQUE_OPTIQUE_AUTRE_BIEN_DURABLE_A_FONCTION_RECREATIVE_ET_CULTURELLE,FARINES_SEMOULES_ET_GRUAUX,FORFAIT_ET_CIRCUITS_TOURISTIQUES_COMPOSITES,FRAIS_DE_CONNEXION_INTERNET_ET_ASSIMILES,FRUITS_SECS_ET_NOIX,HOTELS_ET_AUTRES_SERVICES_D_HEBERGEMENT,HUILES,IHPC,InflationGliss,JEUX_DE_HASARD,JEUX_ET_JOUETS_PASSE_TEMPS_ET_ARTICLES_DE_SPORT_MATERIEL_C,JOURNAUX_ET_PUBLICATIONS_PERIODIQUES,LAIT,LAITS_INFANTILES_ET_FARINES_LACTEES_POUR_BEBE,LEGUMES_FRAIS_EN_FEUILLES,LEGUMES_FRAIS_EN_FRUITS_OU_RACINE,LEGUMES_SECS_ET_OLEAGINEUX,LIVRES_SCOLAIRES_ET_AUTRES_LIVRES,LOISIRS_ET_CULTURE,LOYERS_EFFECTIFS_DES_LOCATAIRES_ET_SOUS_LOCATAIRES,MATERIEL_DE_TELEPHONIE_ET_DE_TELECOPIE,MATERIEL_DE_TRAITEMENT_DE_L_INFORMATION_ET_SUPPORTS_D_ENREGISTREMENT_DE_L_IMAGE_ET_DU_SON,MEDICAMENTS_MODERNES,MEDICAMENTS_TRADITIONNELS,MOUTON_CHEVRE,NETTOYAGE_ET_BLANCHISSAGE_DES_VETEMENTS,OEUFS,OUTILLAGE_MATERIEL_ET_ACCESSOIRES_DIVERS,PAINS,PAPETERIE_ET_IMPRIMES_DIVERS,PATES_ALIMENTAIRES,PATISSERIES_GATEAUX_BISCUITS_VIENOISERIES,PIECES_DETACHEES_ET_ACCESSOIRES,POISSONS_ET_AUTRES_PRODUITS_SECHES_OU_FUMES,POISSONS_FRAIS,PORC,PRODUITS_ALIMENTAIRES_ET_BOISSONS_NON_ALCOOLISEES,PRODUITS_LAITIERS,PRODUITS_MEDICAUX_DIVERS,PRODUITS_POUR_L_ENTRETIEN_ET_REPARATION_COURANTE,PRODUITS_POUR_SOINS_CORPORELS,PROTECTION_SOCIALE_ET_AUTRES_ASSURANCES,REPARATION_ET_LOCATION_D_ARTICLES_CHAUSSANTS,RESTAURANTS_CAFES_ET_ETABLISSEMENTS_SIMILAIRES,RESTAURANTS_ET_HOTELS,SALONS_DE_COIFFURE_ET_INSTITUTS_DE_SOINS_ET_DE_BEAUTE,SANTE,SEL_EPICES_SAUCES_ET_PRODUITS_ALIMENTAIRES_N.D.A,SERVICES_CULTURELS_RECREATIFS_ET_SPORTIFS,SERVICES_DES_AUXILIAIRES_MEDICAUX,SERVICES_DE_LABORATOIRES_ET_DE_RADIOLOGIE,SERVICES_DOMESTIQUES,SERVICES_D_ENTRETIEN_ET_DE_REPARATIONS_COURANTES,SERVICES_FINANCIERS,SERVICES_HOSPITALIERS,SERVICES_MEDICAUX_ET_DENTAIRES,SERVICES_POSTAUX,SERVICES_POUR_L_HABITATION_SAUF_SERVICES_DOMESTIQUES,SOUS_VETEMENTS_FEMMES,SOUS_VETEMENTS_HOMMES,SUCRE,TABAC_ET_STUPEFIANTS,TENUES_SCOLAIRES,TISSUS_D_HABILLEMENT,TRANSPORTS,TRANSPORT_AERIEN_DE_PASSAGERS,TRANSPORT_ROUTIER_DE_PASSAGERS,TUBERCULES_ET_PLANTAIN,VETEMENTS_DE_DESSUS_FEMMES,VETEMENTS_DE_DESSUS_HOMMES,VETEMENTS_ENFANTS_(3_A_13_ANS)_ET_NOURRISSONS_(0_A_2_ANS),VIN_ET_BOISSONS_FERMENTEES,VOLAILLE
2022,8,2022,8,118.7557194734453,107.51139401655,89.68656976744187,102.4837578526557,105.2820359066427,107.3848534098152,100.2502449725777,101.2455558535604,98.5135096835144,108.0281769436997,104.6838089575902,151.2182784431138,129.818232372314,185.6681565299387,162.7576045751634,112.3658312113496,104.860959752322,112.667604912999,110.76595485051858,101.0909038572251,140.2536425629899,107.9016541407718,135.3853243243244,104.8890402588066,124.7426148105626,116.154407051282,99.75881898406288,113.882541011346,138.9861416967509,112.7457060518732,99.82024433801446,101.2754656622688,101.0215504260776,118.2212793522267,124.3300512685684,111.6386754507628,108.8696515513126,107.1088664259928,110.87058766828392,129.1991624855268,106.878647597254,128.3702497305066,109.832935541808,101.8718387927862,134.36254363816,96.77112659698028,149.8544822695035,149.3037229437229,101.3671248105104,98.67907801418438,109.3990358701841,128.241105147597,96.99,6.167991476022299,104.0116590284143,110.3307090719499,115.3600678163146,114.5785458655114,103.8219929036073,149.5055223880597,137.0955053963096,142.3911982881598,102.1439208364451,102.55056521864128,132.1353433162893,100.8901210179747,92.25743365253078,107.0431197351326,79.26947029018885,140.5652709359606,119.3342317073171,106.4788939670933,109.2237975858867,105.3022897196262,103.3229371884347,119.6067362924282,110.1144343065694,101.8398456109396,122.1165482339438,130.1899623171273,112.796724137931,134.58787085371654,106.4369672131147,108.0669450317125,116.089222490514,104.9427199320017,107.2325399129173,191.5066666666667,114.5936928719077,114.28176339230936,136.8320641692977,105.36610814245218,145.9265244493697,101.8343810005053,107.2785422836459,124.2512054091863,122.7962393162393,139.631377672209,96.56918739226792,104.1757852933641,108.2833273056058,109.4668781094528,146.9075238095238,102.6557610875863,99.50938288920057,129.1267084580838,117.6722201210288,106.244447243213,112.7786318758815,111.86165039023813,102.7356560037089,116.0785979822564,185.9436495565708,106.812864763937,102.8406931984994,106.9369351188231,116.1636411214953,121.3236418226775
2022,9,2022,9,102.4686745347254,107.6783895607893,88.57455426356589,102.4683209594518,105.3231418312388,107.1431612492033,100.4075978062157,101.2455558535604,99.0662635805385,109.7716890080429,104.7483036068173,145.3928443113772,131.0690972897095,183.4609410655352,132.5218986928105,112.4265732993816,104.824040247678,113.9739508700102,110.9074560955098,101.5082325849165,141.4310326351681,107.9661851423616,137.1171081081081,105.1958698777858,123.044867967853,116.154407051282,99.5651859331782,116.2486883493935,138.3908438628159,112.7457060518732,101.805654679763,101.54426729849628,101.0215504260776,119.3599311740891,123.3919784409097,111.5176352288488,109.4739331742244,107.1438483754512,111.11248819201234,129.0793245851023,107.9717803203661,134.1730129356809,112.2687287966474,98.82128597718072,134.9233088154572,96.85544715447156,153.904695035461,149.3037229437229,102.7693885800909,98.67907801418438,109.0807743404821,135.1841607709197,96.97,6.278273351828749,104.0116590284143,110.4134827945777,115.3600678163146,116.2962365793935,104.9146481371969,141.8789261012013,130.8738679354764,141.8222253922968,102.6913144137416,102.6347787712388,132.1353433162893,100.7542961381029,92.43579206566348,107.8378085578978,74.93774527867342,140.9713054187192,119.3342317073171,106.7799177330896,109.3402321262767,118.2060480640855,104.5827617148554,123.4066057441253,112.6623357664234,101.9050727834142,118.4862440653206,137.0205327323777,112.760009578544,134.36796841936135,106.1065245901639,108.0474101479915,118.425316315971,105.2190012749681,107.619847605225,191.5066666666667,114.4429071147563,114.12245944884788,136.788376141309,105.13235117786972,141.9882495267119,101.8343810005053,103.388038828562,124.2512054091863,123.0789173789174,139.631377672209,96.60207584338832,103.9605534204458,109.1535985533454,109.4668781094528,146.5188571428571,102.6557610875863,99.45140252454416,129.7435366766467,117.3240166414524,108.2005849426253,110.2615359661495,111.93215869022622,102.7356560037089,116.2026509382115,184.6227313446207,106.7424779941318,103.5616114826293,106.4709109769898,115.6595962616823,118.0822536206288
2022,10,2022,10,106.4513481615978,108.326002546149,87.71765116279069,102.3756996002284,105.0422513464991,107.2070044614404,100.4075978062157,101.3444910822047,98.5135096835144,110.4183914209115,104.6119342053111,145.1577320359281,147.2051992225461,162.2254785478548,174.9300588235294,111.9561367770098,105.1459520123839,112.4327328556807,111.76623583925596,101.4877835348302,142.56564539698,107.68886688827864,154.094027027027,105.5578971962617,120.1231888633754,116.154407051282,105.6309386661984,116.1176983773578,136.001642599278,112.8414409221902,110.8755767513597,101.89556130091604,101.3579254571027,119.1874939271255,123.7215590903116,111.3341470180305,111.1408257756563,107.0167797833935,110.39198181409246,127.4808220764184,109.9757116704805,135.3204779015451,111.3573618040311,96.6969054103791,135.3907146777912,97.15091753774682,153.5276359338062,175.5972294372295,102.7693885800909,98.67907801418438,83.22159802619092,140.7144730422054,97.35,6.208690181640756,104.0116590284143,110.3028675703858,115.3600678163146,113.9321567150122,104.9573211117682,139.1079541317802,125.5879459208541,142.8428359486448,102.6265496639283,103.14721674381164,132.4265132700268,100.7542961381029,92.67360328317372,108.4114844306609,85.25642791340395,141.9334482758621,119.8203780487805,106.7847257769653,109.165341999381,107.4547329773031,105.7837846460618,126.5622628372498,109.8281386861314,102.6289633877371,130.9237533260291,136.3884513078173,105.0148180076628,133.8745622365574,106.1764590163934,108.2521670190275,118.7222159365298,105.5017594560136,144.194847605225,191.5066666666667,115.47524878309,113.40049115359132,136.764046420343,105.3769613241667,145.6815417647874,102.3627084386054,103.388038828562,114.4639379808813,122.7962393162393,139.3985748218527,95.34957399655258,103.9637099666923,108.4503616636528,114.5207213930348,146.5188571428571,102.6557610875863,99.45140252454416,131.0167795658683,115.707878214826,108.0948026868178,110.8605401974612,114.4786351570857,106.2616179879462,118.2448321818325,163.1615327420944,106.5800613496932,103.4829424237482,106.3645020746888,115.4951925233645,118.8345814199929
2022,11,2022,11,104.9102405810258,108.2138446849141,87.51427906976744,102.1853112507139,105.3299928186715,107.0247291268324,100.4058683729433,101.7177645165616,97.96273027869628,111.0474798927614,104.8122750693619,151.729745508982,152.4377183889428,160.1684016973126,173.4344215686275,112.9811276827938,105.1459520123839,112.1266837256909,111.07159408340615,100.8645480713874,141.6193410972856,107.27201401936696,145.0145135135135,105.424245147376,131.5377353616533,116.154407051282,105.6134319708478,116.2688425983649,144.7722653429603,113.0804610951009,113.9601177043591,101.92253658466323,101.4168433027219,119.7712753036437,127.894476140397,111.5559778085992,110.9522816229117,106.929357400722,111.29905953796226,127.4808220764184,109.9757116704805,135.391036651096,111.3999042107364,98.7304033860876,136.0474366011637,97.15091753774682,146.5082411347518,175.5972294372295,102.8045491951202,99.24290780141844,109.517997722528,137.5027653086118,97.47,5.72918027239702,104.0116590284143,112.2039103232534,115.3600678163146,116.6408344320964,105.4606800709639,147.6850455041864,126.6106081002669,144.7390213980029,102.7326362957431,103.23579967225368,132.378184806428,100.4939651183485,92.32877701778386,108.6833540086333,81.59779134039613,146.6278694581281,119.9531829268293,106.8212888482633,109.6268090374497,107.0604138851802,106.0180717846461,125.8296605744125,110.471295620438,102.7291133656815,134.959898784369,127.6241997931136,104.6239272030651,133.95591150720807,105.8188196721312,108.2405391120507,119.3507188685753,105.6419703161267,107.619847605225,191.5066666666667,115.455274654931,115.08214276950258,136.898289956481,105.26949219640936,149.7337779932585,102.3627084386054,103.388038828562,114.478249009093,122.7962393162393,141.6419477434679,95.34957399655258,103.9666861388676,109.5975768535262,114.5207213930348,148.1189523809524,102.7620815689771,99.43046750818138,131.5467290419162,115.5689863842663,108.1600699692136,110.7979379407617,114.90788211639794,106.4164163189615,118.922617374578,161.0077389590612,105.7742251267004,103.3957984015658,106.5293625047152,115.1607102803738,118.8853055457435
2022,12,2022,12,114.2468542896051,108.2509548058561,88.16137209302326,102.2522044545974,105.3299928186715,107.5491555130656,100.4058683729433,102.10108220464,98.4984884270194,114.2002949061662,105.2203329369798,144.5275711077844,145.5690519382356,160.4998142385667,177.0789509803922,112.9570280101855,105.1459520123839,113.3615046059365,111.36769421037876,100.8645480713874,140.8027613691715,107.30622561063736,150.2534054054054,105.5466966211359,131.9641073478761,116.154407051282,105.6134319708478,116.527268938247,146.6811507220216,113.4691066282421,105.1904805584869,101.94039969464768,101.4168433027219,119.5368056680162,129.9812619955304,114.5741955617198,111.0801622911695,109.0224115523466,111.3853773736465,127.4808220764184,109.9757116704805,135.391036651096,111.5409978048294,98.8761118881119,137.1621297617741,97.06966318234612,150.044865248227,180.4521212121212,102.8045491951202,101.1697872340426,107.4704213323211,141.4700365942913,98.12,5.080078234145654,104.0116590284143,113.2760688216892,115.3600678163146,118.21582407233,105.4810526315789,141.6347579177285,134.8595671347337,142.6717403708987,102.7326362957431,103.6290018112296,134.6289103968834,100.7146805481402,93.06181395348835,108.5579896064708,82.40728005527404,145.7485344827586,119.9531829268293,106.833592321755,109.8119343856391,108.3313284379172,106.0835952143569,125.9169973890339,110.3240328467154,103.1120599911778,139.6729164710179,126.4247879414807,109.0975,135.05988523900848,106.0991147540984,108.6164693446089,119.4342835460503,105.6740154957665,107.619847605225,191.5066666666667,116.119624724945,115.56099739883686,138.1142734021674,105.3639246033039,151.3297982176663,102.8849418898434,103.388038828562,114.478249009093,122.7962393162393,141.6419477434679,95.34957399655258,104.1733087368691,109.9167269439421,114.5207213930348,148.1189523809524,103.1584443949186,100.7809817671809,132.2710310628742,115.3539485627837,108.5386202071089,111.8555260930889,115.7557581910384,107.0700092721372,120.2458489047656,163.8642694616142,106.2959535876234,104.122211710977,108.8064654847228,115.5284411214953,123.8684846344048
2023,1,2023,1,113.9752383113935,108.7279312539784,88.80706589147286,103.1041119360366,105.4601615798923,108.0659337157425,100.4058683729433,102.119373742792,98.92324988190836,114.7820107238606,105.1516805390408,148.434625748503,149.6509048698844,153.812510136728,154.8428986928105,114.136686067661,105.1828715170279,116.1490583418628,111.6741534884488,101.1659240069085,141.4834468405438,107.5534477525654,142.525,106.0092056074766,120.2536911595867,116.154407051282,105.6134319708478,119.0832328162015,143.4883889891697,114.1808069164265,104.9334134264145,101.9577676153713,101.4168433027219,120.1104048582996,128.7527829630603,114.0264355062413,110.3465727923628,109.0639566787004,111.39361950968735,127.4808220764184,109.9757116704805,135.4754240028746,111.4984553981241,98.8761118881119,138.8359677242288,96.8591405342625,158.1993096926714,180.4521212121212,102.8045491951202,101.1697872340426,109.1769178212184,148.3052671383264,97.97,4.7970831267550444,104.0116590284143,113.3416788321168,115.7359252082929,118.9251026558674,105.6589946777055,152.612165999272,136.0338470465359,143.180907275321,102.637998506348,103.679693240951,134.940375578281,100.7146805481402,93.1391025991792,108.8618762834751,78.17523030861354,139.6020935960591,119.9531829268293,107.6313436928702,109.7174497059734,105.5395660881175,106.0050648055832,127.1354830287206,110.7093613138686,103.6792412880459,142.5672050920854,132.5875794295848,116.8410632183908,134.585150536201,106.2253606557377,108.4990274841438,119.118892031735,106.2792673837,107.619847605225,191.5066666666667,116.5854721610989,116.09991791612477,137.5926887959724,105.24475513994332,137.4109862861892,102.3627084386054,103.388038828562,114.6075798554442,127.8654700854701,141.7195486935867,95.34957399655258,104.225267742762,111.1829475587704,115.2706094527363,148.1189523809524,104.310550479162,100.9426414212249,132.5145770958084,115.1186573373676,107.6705653512455,114.5356502115656,115.87793629412464,104.257839592026,120.2168026222815,157.3300779360387,107.4084235796212,104.1356581308106,108.735882685779,115.9769943925234,118.7723101377605
2023,2,2023,2,122.8076305038584,108.8498726925525,88.76779069767441,102.7426556253569,104.5257414721724,108.0434034416826,100.4058683729433,102.1610607482902,98.89417099669345,115.0397050938338,105.1850852160127,152.6956474550898,139.6778684807256,157.1242942008487,197.3497205882353,113.682040742088,105.1951780185759,118.7831525076765,111.75186286958098,101.2206332757628,140.550270557499,107.98908946379537,130.3084324324324,105.6895578720345,110.096874282434,116.154407051282,109.1376502612284,119.4663943857649,143.786547833935,114.1808069164265,112.3319904213004,101.94039969464768,101.4168433027219,119.9838663967612,128.7704009464966,114.194854368932,110.4385202863962,109.1629025270758,111.39361950968735,127.4808220764184,109.9757116704805,135.4754240028746,111.4984553981241,98.8761118881119,138.899895707542,96.76617886178865,150.1574137115839,99.71774891774892,102.8045491951202,101.1697872340426,112.4562080091099,142.6138326421078,98.33,4.855276920750927,104.0116590284143,113.2535453597497,115.7359252082929,118.9372292333773,106.0499704316972,143.2949617764835,134.6078113032378,145.9622710413695,102.5471247199403,102.59013771095074,135.0162618699781,100.7146805481402,93.09970451436388,108.6652713633125,80.95490327038232,144.8952339901478,119.9531829268293,118.1526325411335,110.3148498916744,108.5728437917223,106.0269371884347,127.2040731070496,111.7591423357664,103.3533303925893,138.617844211405,131.8781934387468,111.8440996168582,134.8312834634095,106.0949344262295,108.6713636363636,120.1061614349775,106.3145228676975,107.619847605225,191.5066666666667,117.5280953524038,117.17916971362664,138.0622894444919,105.28057036264704,138.0389088978159,102.384719555331,103.388038828562,114.6075798554442,128.560056980057,144.7455581947743,95.34957399655258,104.1841311811427,109.9167269439421,114.5207213930348,146.5188571428571,104.1123690661912,100.9426414212249,126.8069910179641,117.4518116490166,107.6705653512455,114.2762496473907,117.35478635949448,110.0627770050997,121.3020338384235,161.7852360476575,107.800650840224,103.948779970641,108.5372236891739,115.7107738317757,114.5948851995761
2023,3,2023,3,165.5521016795279,109.227975811585,88.99050775193798,98.17745859508852,104.2859138240574,107.8576418100701,100.4058683729433,99.80017030977606,98.89417099669345,115.2708579088472,105.2663535473642,150.7604902694611,127.6200982615268,147.9066789250354,207.3698725490196,115.090160058203,105.1951780185759,117.9628863868986,111.67290668337648,102.3351986183074,139.2343461896117,107.63876427229368,131.7454594594595,106.2690402588066,116.1347617680827,116.154407051282,108.8696167186197,120.431482998771,145.4777301444043,114.1808069164265,102.4378447925968,102.12923661923142,101.4168433027219,119.5454615384616,129.1926265281977,114.1322399445215,100.537446300716,107.656036101083,111.05856665488544,127.5247626399074,109.9757116704805,134.7965109593963,110.1488505288366,98.8761118881119,140.0287572730267,96.76617886178865,152.4232529550827,99.71774891774892,103.4269826030463,98.214609929078,111.9851888403871,146.179924371798,98.75,5.191726925340966,104.0116590284143,112.1516266944734,115.7359252082929,118.8184121303447,105.8848728562981,146.4752202402621,143.5594650110247,150.358784593438,102.4059447348768,102.87165166891874,135.0119831994157,101.513399181349,93.27130779753765,108.9697736892838,65.35617227084292,145.4993719211823,119.6686585365854,120.1847806215722,110.4440606623337,110.8490186915888,105.9378723828514,125.8498085291558,110.2442335766424,103.5589633877371,144.0972123963062,136.2860019210876,114.6667816091954,137.22414575363825,107.248262295082,108.744133192389,119.3842531907554,106.1237667135245,107.619847605225,187.1579710144928,117.5632406481296,117.18105396186596,138.2108208891544,104.1412370075918,142.5911021840514,103.8646336533603,103.5077755840737,114.6075798554442,130.4177777777778,144.7455581947743,96.28699827628664,104.1344381245196,104.8929294755877,114.5207213930348,148.1189523809524,103.7814798306218,99.87951846657316,124.771755239521,116.8236422087746,106.7698768541842,113.9430761636107,117.67141951586709,110.0627770050997,122.2248718301013,168.0842828988624,107.3066311016271,103.3534056434513,107.9233874009808,111.4023925233645,118.6085906040269
2023,4,2023,4,156.0950340444848,108.9268936982814,88.64302713178294,99.02152484294687,104.1498456014363,107.8854047163799,100.4058683729433,102.6605538420277,98.7089088332546,115.0195978552279,105.4667578279825,139.7158645209581,131.2481654249001,148.1546921263555,218.1674444444444,114.753077482721,105.4043653250774,119.7299385875128,112.00996190821692,101.1513529073114,137.4749488553337,107.95934889434888,138.0684594594595,106.095,114.7306601607348,116.154407051282,107.4636589542082,119.0639418983667,164.1767057761733,114.2283573487032,107.4068926049192,103.11826064412053,102.6337780259783,119.5379797570851,129.2352662021822,114.0190360610263,110.2288257756563,107.979393501805,111.41020756353822,127.4808220764184,109.980242562929,135.4754240028746,111.5975314308521,98.8761118881119,140.3853419694807,96.76617886178865,146.8648557919622,99.71774891774892,104.6718494188984,100.7092907801418,108.4362611501234,150.2633678946085,99.2,5.225605845052848,104.0116590284143,113.2081230448384,115.7359252082929,119.4641909964212,105.9050561797753,149.9406843829632,152.9471962399907,154.1419286733238,102.4059447348768,102.56144467124746,135.2467214511809,100.1936732514682,93.11420793433652,109.1592996940614,74.77117918010133,144.2465517241379,119.6686585365854,120.0060511882998,110.6740111420613,110.8476702269693,106.0925363908275,126.7162315056571,110.4611313868613,103.5589633877371,149.0381014243231,129.9974471700901,110.3669923371648,138.4158441274302,107.2044426229508,108.7608773784355,119.9856122800966,106.8381875837719,107.619847605225,189.0901449275362,117.9577518170301,117.31458589973252,138.3174374946668,104.88707047668696,137.9738712656416,102.384719555331,102.9696117143798,114.6075798554442,129.2757834757835,146.7898337292162,95.34957399655258,104.1801629515757,105.7783664858348,114.5207213930348,148.1189523809524,103.7814798306218,99.95445535296868,125.5385291916168,117.854810892587,106.7502966694655,112.1549957686883,117.5258468364962,106.5522299490032,122.2117555154275,181.6877389590612,107.3905468124833,103.2525689120861,108.3014918898529,115.293308411215,120.1298763687743
2023,5,2023,5,131.9450930549251,108.805900700191,89.38000775193798,99.02430611079384,104.1498456014363,107.9994104525175,100.4058683729433,102.6605538420277,98.8140576287199,114.8783378016086,106.2889060642093,128.3711377245509,134.7494525429219,142.4497152286657,251.9041388888889,114.7857293561295,105.3131811145511,119.6506960081883,111.93520488762096,101.2493206678181,136.9382601957224,107.85188827865298,80.30035135135137,106.4618691588785,112.4147388059702,117.0382852564102,107.4636589542082,120.4968031633507,160.180297833935,114.0013832853026,105.6123857455962,102.01100737454628,101.4168433027219,119.4331821862349,130.2845313527015,114.0190360610263,111.6839713603819,107.8837256317689,111.09303023487452,127.4808220764184,104.957471395881,137.6453844771829,111.5975314308521,98.8761118881119,141.1175408936217,96.76617886178865,153.9254231678487,99.71774891774892,103.369747347145,110.4221985815603,107.6867375213513,148.3958441083191,98.97,4.798261944427102,103.9259578368469,113.2506777893639,115.7359252082929,119.6249745714824,107.3869367238321,140.0312195121952,156.2825635371939,144.7457746077033,102.4059447348768,102.65732829255673,135.3674153883613,100.1936732514682,93.2089630642955,109.2824399647961,87.45669967756794,148.4275492610838,119.6686585365854,113.0797440585009,111.9427081398948,108.3950200267023,105.9698743768694,127.0562228024369,110.8235766423358,103.7572606969563,140.7686179370793,133.8935082015664,102.9041091954023,137.36727246932702,107.2959180327869,108.9827378435518,120.0428906519489,106.6392928830625,105.8781930333817,189.0901449275362,118.830724678269,118.08283342740056,138.5072693915863,105.85693037046693,130.0353054439673,102.384719555331,103.0492431720961,114.6075798554442,129.9220512820513,144.4407125890736,95.1523811868998,104.2304873174481,105.6995961422544,114.5207213930348,148.1189523809524,103.9969422776911,99.8875549322113,125.8509524700599,117.1068381240545,106.7502966694655,111.1748942172073,118.04468256012044,112.1192211404729,122.8717364764073,178.2744387709397,107.3294745265404,103.4148752242701,107.8597963032818,115.293308411215,116.628802543271
2023,6,2023,6,141.9274897866545,108.9951623169956,89.57068217054264,99.03684751570532,104.5814578096948,108.3414276609305,100.4058683729433,102.6646761432212,98.7089088332546,114.3927077747989,106.1565636147443,141.3570995508982,141.3986027426843,158.1749806694955,259.3021486928105,114.7857293561295,106.8705921052632,117.2288843398157,111.49875253532969,101.81233736327,139.7339153345437,107.5860969793323,92.17383783783784,106.8444140905823,110.2764437428244,117.0382852564102,107.4636589542082,121.4683618616747,166.3613357400722,114.0013832853026,107.261398652488,102.01100737454628,101.4168433027219,120.137089068826,131.4002694886289,114.2480374479889,110.5697756563246,107.8837256317689,111.04685923593485,127.4808220764184,104.9657780320366,137.6646730147323,111.2820973857513,98.8761118881119,142.8908716653859,96.74032520325204,149.5934893617021,99.71774891774892,103.369747347145,110.4017730496454,107.6867375213513,147.2697926323494,100.52,4.081024226857084,103.9259578368469,114.7470281543274,115.7359252082929,119.9348446035035,108.0743879361325,152.3090061885694,161.6622026227225,148.4998402282454,102.4103808812547,103.12459908576028,135.3674153883613,100.1936732514682,93.2089630642955,109.3242906835422,83.70933901427912,151.2168596059114,119.6686585365854,111.2981992687386,112.1269978334881,107.4099399198932,106.0429670987039,127.5534725848564,110.4276824817518,106.7677106307896,140.6552439088016,135.158260676814,102.4265996168583,142.98316120893887,107.4214262295082,108.6684355179704,120.764383580545,105.751706822714,105.8781930333817,189.0901449275362,119.6394817630193,118.82692130254472,138.4589103165799,105.63002541461668,136.2065069030798,104.4131884790298,103.0492431720961,114.6075798554442,129.9220512820513,144.4407125890736,95.27254863334156,104.2748347425058,105.6222845087402,114.5207213930348,152.9570952380952,103.9969422776911,99.56643291257596,125.9890138473054,114.565843419062,106.7006689056815,112.4516784203103,118.64901578780557,109.1522531293463,123.6643603281777,214.2510283973842,107.2212536676447,103.6043255586364,107.930643153527,114.8563738317757,121.1952631578948
